Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),peak_brightness,year,month,hour,latitude,longitude
2009-04-10 18:42:45,44.7S,25.7E,32.4,19.1,-18.9,2.6,0.3,270000000000.0,0.73,2009-04-10 18:42:45,2009,4,18,-44.7,25.7
2009-03-04 00:38:05,,,,,,,,170000000000.0,0.48,2009-03-04 00:38:05,2009,3,0,0.0,0.0
2009-02-20 12:15:57,64.9S,70.0W,,,,,,50000000000.0,0.16,2009-02-20 12:15:57,2009,2,12,-64.9,-70.0
2009-02-07 19:51:32,56.6N,69.8E,40.0,15.4,-2.4,-1.9,-15.1,1600000000000.0,3.5,2009-02-07 19:51:32,2009,2,19,56.6,69.8
2009-01-12 22:24:56,47.8N,44.3W,,,,,,48000000000.0,0.16,2009-01-12 22:24:56,2009,1,22,47.8,-44.3
2009-01-10 07:42:39,64.0S,122.8E,26.5,,,,,23000000000.0,0.08199999999999999,2009-01-10 07:42:39,2009,1,7,-64.0,122.8
2008-12-24 15:51:58,68.9S,102.0W,21.1,24.1,-13.4,18.0,8.8,35000000000.0,0.12,2008-12-24 15:51:58,2008,12,15,-68.9,-102.0
2008-12-12 11:36:36,7.0S,9.7W,50.0,,,,,216000000000.0,0.6,2008-12-12 11:36:36,2008,12,11,-7.0,-9.7
2008-12-09 06:08:16,,,,,,,,34000000000.0,0.12,2008-12-09 06:08:16,2008,12,6,0.0,0.0
2008-11-24 22:01:19,57.9S,146.1E,34.8,23.7,21.5,10.0,0.4,146000000000.0,0.42,2008-11-24 22:01:19,2008,11,22,-57.9,146.1
2008-11-21 00:26:44,53.1N,109.9W,28.2,12.9,3.9,-4.1,-11.6,142000000000.0,0.41,2008-11-21 00:26:44,2008,11,0,53.1,-109.9
2008-11-18 09:41:51,29.4S,75.9E,35.2,22.4,-4.0,-15.2,-16.0,25000000000.0,0.08900000000000001,2008-11-18 09:41:51,2008,11,9,-29.4,75.9
2008-11-09 02:38:34,14.5N,112.7E,29.6,,,,,222000000000.0,0.61,2008-11-09 02:38:34,2008,11,2,14.5,112.7
2008-10-21 02:20:25,32.8N,165.6W,29.6,11.3,9.6,5.8,1.5,46000000000.0,0.15,2008-10-21 02:20:25,2008,10,2,32.8,-165.6
2008-10-10 09:34:18,57.3S,17.0E,21.4,,,,,180000000000.0,0.51,2008-10-10 09:34:18,2008,10,9,-57.3,17.0
2008-10-07 02:45:45,20.9N,31.4E,38.9,13.3,-9.0,9.0,3.8,395000000000.0,1.0,2008-10-07 02:45:45,2008,10,2,20.9,31.4
2008-09-09 09:49:41,,,,,,,,59000000000.0,0.19,2008-09-09 09:49:41,2008,9,9,0.0,0.0
2008-08-16 14:40:24,11.3N,97.2E,,,,,,131000000000.0,0.38,2008-08-16 14:40:24,2008,8,14,11.3,97.2
2008-08-12 11:44:10,11.6S,175.0W,,,,,,20000000000.0,0.073,2008-08-12 11:44:10,2008,8,11,-11.6,-175.0
2008-08-07 06:07:10,18.5N,180.0E,45.4,13.8,6.5,-12.1,1.7,41000000000.0,0.14,2008-08-07 06:07:10,2008,8,6,18.5,180.0
2008-07-23 14:45:25,38.6N,68.0E,31.5,14.5,-7.7,-8.2,-9.1,121000000000.0,0.36,2008-07-23 14:45:25,2008,7,14,38.6,68.0
2008-07-22 19:34:00,17.8S,89.2W,54.4,,,,,61000000000.0,0.2,2008-07-22 19:34:00,2008,7,19,-17.8,-89.2
2008-07-11 14:35:28,,,,,,,,52000000000.0,0.17,2008-07-11 14:35:28,2008,7,14,0.0,0.0
2008-07-08 15:55:30,72.8N,147.3E,52.2,21.7,-12.9,1.9,-17.4,66000000000.0,0.21,2008-07-08 15:55:30,2008,7,15,72.8,147.3
2008-07-01 17:40:19,37.1N,115.7W,36.1,9.8,2.8,1.7,-9.2,36000000000.0,0.12,2008-07-01 17:40:19,2008,7,17,37.1,-115.7
2008-06-27 02:01:23,26.9S,17.7W,33.7,23.1,-17.9,13.0,6.6,172000000000.0,0.49,2008-06-27 02:01:23,2008,6,2,-26.9,-17.7
2008-06-18 13:45:36,6.1N,103.1E,,,,,,21000000000.0,0.076,2008-06-18 13:45:36,2008,6,13,6.1,103.1
2008-05-29 21:23:56,15.7N,83.5W,,,,,,21000000000.0,0.076,2008-05-29 21:23:56,2008,5,21,15.7,-83.5
2008-05-24 10:18:10,0.8N,162.0E,37.0,14.2,7.9,3.1,11.4,150000000000.0,0.43,2008-05-24 10:18:10,2008,5,10,0.8,162.0
2008-05-22 20:50:28,46.9N,134.5E,,,,,,21000000000.0,0.076,2008-05-22 20:50:28,2008,5,20,46.9,134.5
2008-05-06 01:08:56,,,,,,,,57000000000.0,0.18,2008-05-06 01:08:56,2008,5,1,0.0,0.0
2008-04-30 01:18:38,33.6S,35.1W,,,,,,20000000000.0,0.073,2008-04-30 01:18:38,2008,4,1,-33.6,-35.1
2008-04-06 16:03:34,,,,,,,,77000000000.0,0.24,2008-04-06 16:03:34,2008,4,16,0.0,0.0
2008-03-15 11:29:55,28.0N,41.5W,26.7,12.9,-4.1,4.8,-11.2,50000000000.0,0.16,2008-03-15 11:29:55,2008,3,11,28.0,-41.5
2008-02-24 19:33:14,,,,,,,,74000000000.0,0.23,2008-02-24 19:33:14,2008,2,19,0.0,0.0
2008-02-19 13:30:30,48.9N,119.8W,,,,,,20000000000.0,0.073,2008-02-19 13:30:30,2008,2,13,48.9,-119.8
2008-02-18 08:51:12,,,,,,,,50000000000.0,0.16,2008-02-18 08:51:12,2008,2,8,0.0,0.0
2008-02-17 12:19:16,74.9N,73.4W,40.4,13.9,-5.8,-10.7,-6.7,110000000000.0,0.33,2008-02-17 12:19:16,2008,2,12,74.9,-73.4
2008-02-16 08:38:39,,,,,,,,71000000000.0,0.22,2008-02-16 08:38:39,2008,2,8,0.0,0.0
2008-01-18 01:17:39,,,,,,,,44000000000.0,0.15,2008-01-18 01:17:39,2008,1,1,0.0,0.0
2008-01-09 03:53:15,66.8S,67.3W,31.5,11.6,4.3,5.7,9.1,41000000000.0,0.14,2008-01-09 03:53:15,2008,1,3,-66.8,-67.3
2007-12-26 06:46:20,61.6S,158.9W,,,,,,136000000000.0,0.4,2007-12-26 06:46:20,2007,12,6,-61.6,-158.9
2007-12-20 17:00:48,51.3N,115.4E,,,,,,122000000000.0,0.36,2007-12-20 17:00:48,2007,12,17,51.3,115.4
2007-10-25 19:35:38,40.9S,91.3E,46.3,,,,,58000000000.0,0.19,2007-10-25 19:35:38,2007,10,19,-40.9,91.3
2007-10-12 09:14:03,88.5N,116.6E,37.0,18.4,-4.5,-14.1,-10.9,33000000000.0,0.11,2007-10-12 09:14:03,2007,10,9,88.5,116.6
2007-10-07 13:31:01,35.2S,125.6E,,,,,,58000000000.0,0.19,2007-10-07 13:31:01,2007,10,13,-35.2,125.6
2007-09-22 17:57:12,49.2S,85.5W,30.2,16.9,-9.2,13.6,3.8,237000000000.0,0.65,2007-09-22 17:57:12,2007,9,17,-49.2,-85.5
2007-06-11 09:47:05,23.4S,170.9W,35.2,17.0,16.7,-2.1,-2.2,49000000000.0,0.16,2007-06-11 09:47:05,2007,6,9,-23.4,-170.9
2007-06-08 13:32:00,52.0S,175.3E,38.9,,,,,235000000000.0,0.65,2007-06-08 13:32:00,2007,6,13,-52.0,175.3
2007-06-07 21:28:12,21.9N,53.1E,29.6,,,,,31000000000.0,0.11,2007-06-07 21:28:12,2007,6,21,21.9,53.1
2007-05-16 16:20:58,4.5S,111.7E,,,,,,38000000000.0,0.13,2007-05-16 16:20:58,2007,5,16,-4.5,111.7
2007-05-16 04:45:52,42.4S,164.0E,31.5,,,,,400000000000.0,1.0,2007-05-16 04:45:52,2007,5,4,-42.4,164.0
2007-05-04 17:52:39,22.9N,109.4E,48.0,,,,,175000000000.0,0.5,2007-05-04 17:52:39,2007,5,17,22.9,109.4
2007-04-18 12:44:23,83.7S,171.2W,38.0,24.4,-5.3,-2.5,23.7,112000000000.0,0.33,2007-04-18 12:44:23,2007,4,12,-83.7,-171.2
2007-04-16 14:56:51,,,,,,,,24000000000.0,0.086,2007-04-16 14:56:51,2007,4,14,0.0,0.0
2007-03-17 06:48:35,7.1N,4.1E,32.5,14.5,-7.3,-1.9,-12.4,40000000000.0,0.13,2007-03-17 06:48:35,2007,3,6,7.1,4.1
2007-03-15 02:20:15,44.1S,148.4W,,,,,,25000000000.0,0.08900000000000001,2007-03-15 02:20:15,2007,3,2,-44.1,-148.4
2007-03-07 15:16:49,,,,,,,,27000000000.0,0.095,2007-03-07 15:16:49,2007,3,15,0.0,0.0
2007-02-02 12:48:41,24.0N,37.2W,35.5,,,,,340000000000.0,0.89,2007-02-02 12:48:41,2007,2,12,24.0,-37.2
2007-01-26 22:22:21,3.7N,99.7E,,,,,,147000000000.0,0.43,2007-01-26 22:22:21,2007,1,22,3.7,99.7
2007-01-22 07:24:56,45.4N,53.5E,32.0,13.4,-3.3,-12.8,-1.9,76000000000.0,0.24,2007-01-22 07:24:56,2007,1,7,45.4,53.5
2007-01-18 13:51:10,5.3N,164.3W,34.1,,,,,32000000000.0,0.11,2007-01-18 13:51:10,2007,1,13,5.3,-164.3
2007-01-17 09:50:46,8.7S,50.8E,33.3,,,,,548000000000.0,1.4,2007-01-17 09:50:46,2007,1,9,-8.7,50.8
2007-01-01 11:43:29,44.4N,116.5E,53.0,,,,,36000000000.0,0.12,2007-01-01 11:43:29,2007,1,11,44.4,116.5
2006-12-09 06:31:12,26.2N,26.0E,26.5,15.9,4.9,-15.0,1.6,7410000000000.0,14.0,2006-12-09 06:31:12,2006,12,6,26.2,26.0
2006-12-07 11:42:00,14.0N,140.0W,,,,,,21000000000.0,0.076,2006-12-07 11:42:00,2006,12,11,14.0,-140.0
2006-12-01 06:09:25,13.0S,30.7E,,,,,,63000000000.0,0.2,2006-12-01 06:09:25,2006,12,6,-13.0,30.7
2006-11-13 15:16:34,44.0S,43.3E,,,,,,23000000000.0,0.08199999999999999,2006-11-13 15:16:34,2006,11,15,-44.0,43.3
2006-10-24 08:42:52,1.9S,2.7W,43.0,,,,,225000000000.0,0.62,2006-10-24 08:42:52,2006,10,8,-1.9,-2.7
2006-10-14 18:10:49,49.4N,175.0W,44.4,23.9,4.9,23.4,-1.0,258000000000.0,0.7,2006-10-14 18:10:49,2006,10,18,49.4,-175.0
2006-10-09 04:45:30,47.0S,78.9E,22.2,,,,,41000000000.0,0.14,2006-10-09 04:45:30,2006,10,4,-47.0,78.9
2006-10-07 12:18:53,23.0S,61.8W,40.7,,,,,41000000000.0,0.14,2006-10-07 12:18:53,2006,10,12,-23.0,-61.8
2006-10-02 19:10:27,14.0N,53.1E,42.0,,,,,90000000000.0,0.28,2006-10-02 19:10:27,2006,10,19,14.0,53.1
2006-09-27 08:33:43,32.0S,60.2E,48.1,,,,,107000000000.0,0.32,2006-09-27 08:33:43,2006,9,8,-32.0,60.2
2006-09-23 18:52:58,29.0S,108.0W,,,,,,121000000000.0,0.36,2006-09-23 18:52:58,2006,9,18,-29.0,-108.0
2006-09-02 17:57:58,,,,,,,,22000000000.0,0.079,2006-09-02 17:57:58,2006,9,17,0.0,0.0
2006-09-02 04:26:15,14.0S,109.1E,44.1,14.2,10.0,-9.9,1.5,1230000000000.0,2.8,2006-09-02 04:26:15,2006,9,4,-14.0,109.1
2006-08-29 01:38:36,44.0S,162.0W,40.7,,,,,92000000000.0,0.28,2006-08-29 01:38:36,2006,8,1,-44.0,-162.0
2006-08-18 00:03:18,43.0S,33.4E,47.2,,,,,32000000000.0,0.11,2006-08-18 00:03:18,2006,8,0,-43.0,33.4
2006-08-17 10:43:34,11.0S,165.7E,48.2,,,,,256000000000.0,0.7,2006-08-17 10:43:34,2006,8,10,-11.0,165.7
2006-08-15 10:52:24,4.9N,49.6E,32.7,,,,,47000000000.0,0.16,2006-08-15 10:52:24,2006,8,10,4.9,49.6
2006-08-09 04:30:44,23.1S,53.7E,37.0,,,,,1020000000000.0,2.4,2006-08-09 04:30:44,2006,8,4,-23.1,53.7
2006-07-15 23:55:45,78.3S,5.0W,29.6,12.4,0.1,2.0,12.2,85000000000.0,0.26,2006-07-15 23:55:45,2006,7,23,-78.3,-5.0
2006-07-15 15:22:49,31.1N,45.6E,38.9,30.2,9.2,-1.2,-28.7,163000000000.0,0.47,2006-07-15 15:22:49,2006,7,15,31.1,45.6
2006-06-07 00:06:28,69.2N,22.5E,40.7,19.6,6.1,4.6,-18.0,59000000000.0,0.19,2006-06-07 00:06:28,2006,6,0,69.2,22.5
2006-05-28 01:32:24,,,,,,,,26000000000.0,0.092,2006-05-28 01:32:24,2006,5,1,0.0,0.0
2006-05-21 07:51:11,11.6S,25.5W,,,,,,263000000000.0,0.71,2006-05-21 07:51:11,2006,5,7,-11.6,-25.5
2006-05-07 17:45:14,,,,,,,,30000000000.0,0.1,2006-05-07 17:45:14,2006,5,17,0.0,0.0
2006-05-06 15:39:06,60.2S,152.3W,35.2,,,,,128000000000.0,0.38,2006-05-06 15:39:06,2006,5,15,-60.2,-152.3
2006-04-25 18:46:53,,,,,,,,20000000000.0,0.073,2006-04-25 18:46:53,2006,4,18,0.0,0.0
2006-04-08 13:16:23,17.3N,113.2W,33.3,,,,,127000000000.0,0.37,2006-04-08 13:16:23,2006,4,13,17.3,-113.2
2006-04-04 11:30:08,26.6N,26.6W,25.0,,,,,2400000000000.0,5.0,2006-04-04 11:30:08,2006,4,11,26.6,-26.6
2006-03-14 03:21:06,7.0N,64.6W,35.2,,,,,144000000000.0,0.42,2006-03-14 03:21:06,2006,3,3,7.0,-64.6
2006-02-26 07:30:06,,,,,,,,70000000000.0,0.22,2006-02-26 07:30:06,2006,2,7,0.0,0.0
2006-02-06 01:57:37,54.5S,18.1E,35.2,,,,,1190000000000.0,2.7,2006-02-06 01:57:37,2006,2,1,-54.5,18.1
2006-02-04 08:38:05,36.9N,143.6W,38.9,19.8,-8.8,3.4,-17.4,100000000000.0,0.3,2006-02-04 08:38:05,2006,2,8,36.9,-143.6
2006-01-28 03:33:48,51.7S,56.4E,37.0,18.7,8.4,-16.4,3.2,740000000000.0,1.8,2006-01-28 03:33:48,2006,1,3,-51.7,56.4
2006-01-27 01:27:42,58.7N,74.7E,20.0,,,,,45000000000.0,0.15,2006-01-27 01:27:42,2006,1,1,58.7,74.7
2006-01-26 00:00:53,79.8S,111.0W,37.0,,,,,53000000000.0,0.17,2006-01-26 00:00:53,2006,1,0,-79.8,-111.0
2006-01-10 23:25:28,29.8N,12.7W,32.4,16.9,-9.9,-6.3,-12.2,28000000000.0,0.098,2006-01-10 23:25:28,2006,1,23,29.8,-12.7
2006-01-08 05:20:19,7.6N,28.2W,,,,,,94000000000.0,0.29,2006-01-08 05:20:19,2006,1,5,7.6,-28.2
2005-12-29 10:05:35,3.0S,154.9W,42.2,20.7,18.6,8.5,3.2,190000000000.0,0.53,2005-12-29 10:05:35,2005,12,10,-3.0,-154.9
2005-12-24 15:30:26,54.0S,17.3E,66.0,,,,,181000000000.0,0.51,2005-12-24 15:30:26,2005,12,15,-54.0,17.3
2005-12-03 12:45:49,33.8S,117.4E,32.2,17.0,-12.1,-9.6,7.2,88000000000.0,0.27,2005-12-03 12:45:49,2005,12,12,-33.8,117.4
2005-12-01 10:40:20,6.4S,155.8W,,,,,,32000000000.0,0.11,2005-12-01 10:40:20,2005,12,10,-6.4,-155.8
2005-11-29 07:33:16,7.6N,58.2W,59.3,,,,,32000000000.0,0.11,2005-11-29 07:33:16,2005,11,7,7.6,-58.2
2005-11-15 05:19:07,26.3N,113.4W,32.4,,,,,25000000000.0,0.08900000000000001,2005-11-15 05:19:07,2005,11,5,26.3,-113.4
2005-11-11 20:34:23,21.4N,134.1W,29.6,,,,,42000000000.0,0.14,2005-11-11 20:34:23,2005,11,20,21.4,-134.1
2005-11-09 07:33:08,31.0S,145.9E,30.7,13.8,13.5,-2.7,-0.7,73000000000.0,0.23,2005-11-09 07:33:08,2005,11,7,-31.0,145.9
2005-11-02 07:04:32,33.9N,154.9W,68.5,,,,,32000000000.0,0.11,2005-11-02 07:04:32,2005,11,7,33.9,-154.9
2005-11-02 05:16:47,22.9N,123.8W,74.0,,,,,67000000000.0,0.21,2005-11-02 05:16:47,2005,11,5,22.9,-123.8
2005-10-26 21:30:47,36.3S,80.5W,16.7,,,,,138000000000.0,0.4,2005-10-26 21:30:47,2005,10,21,-36.3,-80.5
2005-09-30 19:04:06,2.8S,84.1W,53.0,,,,,22000000000.0,0.079,2005-09-30 19:04:06,2005,9,19,-2.8,-84.1
2005-09-14 01:08:52,11.6N,27.3E,33.3,,,,,25000000000.0,0.08900000000000001,2005-09-14 01:08:52,2005,9,1,11.6,27.3
2005-09-02 07:59:47,13.5N,73.1E,,,,,,82000000000.0,0.25,2005-09-02 07:59:47,2005,9,7,13.5,73.1
2005-08-20 12:10:24,,,,,,,,27000000000.0,0.095,2005-08-20 12:10:24,2005,8,12,0.0,0.0
2005-08-09 14:35:45,21.5S,56.2E,37.0,16.9,-16.3,4.3,1.4,25000000000.0,0.08900000000000001,2005-08-09 14:35:45,2005,8,14,-21.5,56.2
2005-07-01 22:36:15,49.8S,33.1E,50.0,,,,,31000000000.0,0.11,2005-07-01 22:36:15,2005,7,22,-49.8,33.1
2005-06-18 19:40:41,47.9N,85.6E,,,,,,23000000000.0,0.08199999999999999,2005-06-18 19:40:41,2005,6,19,47.9,85.6
2005-06-05 01:56:09,34.8N,90.9E,,,,,,41000000000.0,0.14,2005-06-05 01:56:09,2005,6,1,34.8,90.9
2005-06-03 08:15:41,31.0S,90.3W,29.6,26.2,-1.5,25.3,6.7,82000000000.0,0.25,2005-06-03 08:15:41,2005,6,8,-31.0,-90.3
2005-05-27 14:12:13,48.9S,145.1E,50.5,,,,,20000000000.0,0.073,2005-05-27 14:12:13,2005,5,14,-48.9,145.1
2005-05-14 13:02:53,,,,,,,,129000000000.0,0.38,2005-05-14 13:02:53,2005,5,13,0.0,0.0
2005-05-07 09:31:44,75.8S,163.7E,15.2,16.6,9.6,-9.7,9.4,26000000000.0,0.092,2005-05-07 09:31:44,2005,5,9,-75.8,163.7
2005-05-02 20:10:36,17.7N,36.0E,,,,,,46000000000.0,0.15,2005-05-02 20:10:36,2005,5,20,17.7,36.0
2005-04-22 11:18:05,20.9N,36.7W,37.0,,,,,22000000000.0,0.079,2005-04-22 11:18:05,2005,4,11,20.9,-36.7
2005-04-19 07:37:47,50.2S,146.4W,38.5,16.8,9.3,13.8,2.5,232000000000.0,0.64,2005-04-19 07:37:47,2005,4,7,-50.2,-146.4
2005-04-16 10:40:38,,,,,,,,20000000000.0,0.073,2005-04-16 10:40:38,2005,4,10,0.0,0.0
2005-04-15 06:54:59,43.8S,73.9W,39.0,,,,,21000000000.0,0.076,2005-04-15 06:54:59,2005,4,6,-43.8,-73.9
2005-04-14 14:05:22,4.9N,176.0W,26.5,,,,,71000000000.0,0.22,2005-04-14 14:05:22,2005,4,14,4.9,-176.0
2005-04-11 05:20:29,34.2S,95.7W,37.0,,,,,106000000000.0,0.32,2005-04-11 05:20:29,2005,4,5,-34.2,-95.7
2005-04-06 01:30:24,42.7S,154.6E,70.0,,,,,29000000000.0,0.1,2005-04-06 01:30:24,2005,4,1,-42.7,154.6
2005-04-05 17:48:07,,,,,,,,35000000000.0,0.12,2005-04-05 17:48:07,2005,4,17,0.0,0.0
2005-04-03 01:45:29,1.0S,112.4E,59.2,,,,,219000000000.0,0.61,2005-04-03 01:45:29,2005,4,1,-1.0,112.4
2005-04-02 22:52:25,14.1N,169.7E,27.2,,,,,204000000000.0,0.57,2005-04-02 22:52:25,2005,4,22,14.1,169.7
2005-03-31 22:15:55,42.8N,36.2W,,,,,,38000000000.0,0.13,2005-03-31 22:15:55,2005,3,22,42.8,-36.2
2005-03-18 16:48:32,9.7S,34.7W,33.0,,,,,27000000000.0,0.095,2005-03-18 16:48:32,2005,3,16,-9.7,-34.7
2005-03-12 22:16:31,,,,,,,,22000000000.0,0.079,2005-03-12 22:16:31,2005,3,22,0.0,0.0
2005-03-09 15:47:36,21.4S,157.9W,44.4,,,,,53000000000.0,0.17,2005-03-09 15:47:36,2005,3,15,-21.4,-157.9
2005-03-09 12:49:08,14.3N,142.7E,30.7,,,,,40000000000.0,0.13,2005-03-09 12:49:08,2005,3,12,14.3,142.7
2005-03-06 17:32:51,,,,,,,,55000000000.0,0.18,2005-03-06 17:32:51,2005,3,17,0.0,0.0
2005-02-17 22:52:36,48.0N,161.5W,42.5,,,,,100000000000.0,0.3,2005-02-17 22:52:36,2005,2,22,48.0,-161.5
2005-01-19 01:43:14,27.5S,164.9W,40.7,,,,,141000000000.0,0.41,2005-01-19 01:43:14,2005,1,1,-27.5,-164.9
2005-01-02 23:09:51,21.3S,154.7E,35.2,21.5,20.2,-3.3,6.6,119000000000.0,0.35,2005-01-02 23:09:51,2005,1,23,-21.3,154.7
2005-01-01 03:44:09,32.7N,12.4E,31.8,,,,,454000000000.0,1.2,2005-01-01 03:44:09,2005,1,3,32.7,12.4
2004-12-29 07:11:45,8.5S,171.8E,,,,,,90000000000.0,0.28,2004-12-29 07:11:45,2004,12,7,-8.5,171.8
2004-12-13 11:35:55,9.7S,155.3E,,,,,,39000000000.0,0.13,2004-12-13 11:35:55,2004,12,11,-9.7,155.3
2004-12-11 15:36:51,36.0N,104.1E,,,,,,30000000000.0,0.1,2004-12-11 15:36:51,2004,12,15,36.0,104.1
2004-11-30 08:32:53,61.0N,171.0W,,,,,,181000000000.0,0.51,2004-11-30 08:32:53,2004,11,8,61.0,-171.0
2004-11-17 03:13:04,,,,,,,,186000000000.0,0.52,2004-11-17 03:13:04,2004,11,3,0.0,0.0
2004-10-14 11:41:01,,,,,,,,93000000000.0,0.28,2004-10-14 11:41:01,2004,10,11,0.0,0.0
2004-10-10 11:05:28,,,,,,,,30000000000.0,0.1,2004-10-10 11:05:28,2004,10,11,0.0,0.0
2004-10-07 13:14:43,27.3S,71.5E,35.0,19.2,-15.3,1.0,11.6,10400000000000.0,18.0,2004-10-07 13:14:43,2004,10,13,-27.3,71.5
2004-10-04 04:39:52,3.7N,150.9W,,,,,,71000000000.0,0.22,2004-10-04 04:39:52,2004,10,4,3.7,-150.9
2004-09-28 08:57:28,0.2N,101.1W,,,,,,62000000000.0,0.2,2004-09-28 08:57:28,2004,9,8,0.2,-101.1
2004-09-03 12:07:22,67.7S,18.2E,31.5,,,,,7260000000000.0,13.0,2004-09-03 12:07:22,2004,9,12,-67.7,18.2
2004-08-22 10:01:33,51.9S,22.7E,37.0,,,,,1440000000000.0,3.2,2004-08-22 10:01:33,2004,8,10,-51.9,22.7
2004-07-29 12:41:45,,,,,,,,25000000000.0,0.08900000000000001,2004-07-29 12:41:45,2004,7,12,0.0,0.0
2004-07-25 05:29:13,,,,,,,,197000000000.0,0.55,2004-07-25 05:29:13,2004,7,5,0.0,0.0
2004-07-22 03:34:31,,,,,,,,35000000000.0,0.12,2004-07-22 03:34:31,2004,7,3,0.0,0.0
2004-07-16 00:11:01,,,,,,,,29000000000.0,0.1,2004-07-16 00:11:01,2004,7,0,0.0,0.0
2004-07-04 16:58:04,,,,,,,,79000000000.0,0.25,2004-07-04 16:58:04,2004,7,16,0.0,0.0
2004-07-03 20:47:22,,,,,,,,65000000000.0,0.21,2004-07-03 20:47:22,2004,7,20,0.0,0.0
2004-06-12 07:13:56,21.7N,175.3E,,,,,,104000000000.0,0.31,2004-06-12 07:13:56,2004,6,7,21.7,175.3
2004-06-11 15:41:40,,,,,,,,104000000000.0,0.31,2004-06-11 15:41:40,2004,6,15,0.0,0.0
2004-06-05 20:34:10,1.3N,174.4W,43.0,19.5,9.4,17.0,-1.5,1810000000000.0,3.9,2004-06-05 20:34:10,2004,6,20,1.3,-174.4
2004-06-04 13:41:38,,,,,,,,339000000000.0,0.89,2004-06-04 13:41:38,2004,6,13,0.0,0.0
2004-06-03 21:59:15,,,,,,,,47000000000.0,0.16,2004-06-03 21:59:15,2004,6,21,0.0,0.0
2004-06-03 09:40:12,48.9N,120.4W,,,,,,54000000000.0,0.18,2004-06-03 09:40:12,2004,6,9,48.9,-120.4
2004-05-18 11:12:12,28.1S,47.4W,,,,,,394000000000.0,1.0,2004-05-18 11:12:12,2004,5,11,-28.1,-47.4
2004-05-17 02:08:27,18.9S,28.3E,44.0,,,,,55000000000.0,0.18,2004-05-17 02:08:27,2004,5,2,-18.9,28.3
2004-05-06 02:22:49,,,,,,,,49000000000.0,0.16,2004-05-06 02:22:49,2004,5,2,0.0,0.0
2004-04-23 00:33:41,,,,,,,,56000000000.0,0.18,2004-04-23 00:33:41,2004,4,0,0.0,0.0
2004-04-22 21:19:55,15.2S,55.1E,,,,,,139000000000.0,0.41,2004-04-22 21:19:55,2004,4,21,-15.2,55.1
2004-04-22 04:21:49,44.3S,83.3E,29.6,16.3,8.5,-12.1,-6.8,624000000000.0,1.5,2004-04-22 04:21:49,2004,4,4,-44.3,83.3
2004-04-06 03:24:49,12.0S,162.8E,35.0,25.6,10.5,-23.2,-2.9,433000000000.0,1.1,2004-04-06 03:24:49,2004,4,3,-12.0,162.8
2004-03-26 16:35:45,7.6S,155.1E,46.0,,,,,24000000000.0,0.086,2004-03-26 16:35:45,2004,3,16,-7.6,155.1
2004-03-25 09:39:26,4.8S,21.0E,,,,,,21000000000.0,0.076,2004-03-25 09:39:26,2004,3,9,-4.8,21.0
2004-02-27 01:18:54,,,,,,,,60000000000.0,0.19,2004-02-27 01:18:54,2004,2,1,0.0,0.0
2004-02-02 18:52:20,18.3S,52.3E,,,,,,30000000000.0,0.1,2004-02-02 18:52:20,2004,2,18,-18.3,52.3
2004-01-22 01:06:43,50.6S,157.8E,37.0,,,,,232000000000.0,0.64,2004-01-22 01:06:43,2004,1,1,-50.6,157.8
2004-01-17 20:11:02,,,,,,,,28000000000.0,0.098,2004-01-17 20:11:02,2004,1,20,0.0,0.0
2004-01-16 11:17:06,,,,,,,,98000000000.0,0.3,2004-01-16 11:17:06,2004,1,11,0.0,0.0
2004-01-02 04:27:59,28.2S,3.2E,63.0,,,,,134000000000.0,0.39,2004-01-02 04:27:59,2004,1,4,-28.2,3.2
2003-12-09 22:36:23,67.1S,90.8W,,,,,,643000000000.0,1.6,2003-12-09 22:36:23,2003,12,22,-67.1,-90.8
2003-11-26 02:00:04,22.9S,22.7E,32.0,,,,,35000000000.0,0.12,2003-11-26 02:00:04,2003,11,2,-22.9,22.7
2003-11-10 13:54:06,64.5S,136.2E,23.0,20.1,14.8,-8.7,10.4,518000000000.0,1.3,2003-11-10 13:54:06,2003,11,13,-64.5,136.2
2003-11-01 14:09:30,51.4S,151.7E,,,,,,73000000000.0,0.23,2003-11-01 14:09:30,2003,11,14,-51.4,151.7
2003-10-16 00:47:28,,,,,,,,285000000000.0,0.77,2003-10-16 00:47:28,2003,10,0,0.0,0.0
2003-10-13 14:06:59,,,,,,,,30000000000.0,0.1,2003-10-13 14:06:59,2003,10,14,0.0,0.0
2003-10-07 00:23:56,,,,,,,,37000000000.0,0.13,2003-10-07 00:23:56,2003,10,0,0.0,0.0
2003-09-27 12:59:02,21.0N,86.6E,26.0,18.2,-1.0,-5.4,-17.3,2150000000000.0,4.6,2003-09-27 12:59:02,2003,9,12,21.0,86.6
2003-09-22 03:45:43,,,,,,,,33000000000.0,0.11,2003-09-22 03:45:43,2003,9,3,0.0,0.0
2003-09-21 07:40:00,,,,,,,,20000000000.0,0.073,2003-09-21 07:40:00,2003,9,7,0.0,0.0
2003-09-20 19:04:01,,,,,,,,30000000000.0,0.1,2003-09-20 19:04:01,2003,9,19,0.0,0.0
